#For example
#bin	name	om	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
534	ENSG00000115808_exon_1_65	2	-	36846839	36846939	36846839	36846939	1	36846839	36846939	0	ENSG00000115808_exon_1_65	cmpl	cmpl	0
535	ENSG00000115808_exon_1_66	2	-	36846889	36846989	36846889	36846989	1	36846889	36846989	0	ENSG00000115808_exon_1_66	cmpl	cmpl	0
536	ENSG00000115808_exon_1_67	2	-	36846939	36847039	36846939	36847039	1	36846939	36847039	0	ENSG00000115808_exon_1_67	cmpl	cmpl	0
537	ENSG00000115808_exon_1_68	2	-	36846989	36847089	36846989	36847089	1	36846989	36847089	0	ENSG00000115808_exon_1_68	cmpl	cmpl	0
538	ENSG00000115808_exon_1_69	2	-	36847039	36847139	36847039	36847139	1	36847039	36847139	0	ENSG00000115808_exon_1_69	cmpl	cmpl	0
539	ENSG00000115808_exon_1_70	2	-	36847089	36847189	36847089	36847189	1	36847089	36847189	0	ENSG00000115808_exon_1_70	cmpl	cmpl	0
540	ENSG00000115808_exon_1_71	2	-	36847139	36847239	36847139	36847239	1	36847139	36847239	0	ENSG00000115808_exon_1_71	cmpl	cmpl	0
541	ENSG00000115808_exon_1_72	2	-	36847189	36847289	36847189	36847289	1	36847189	36847289	0	ENSG00000115808_exon_1_72	cmpl	cmpl	0
542	ENSG00000115808_exon_1_73	2	-	36847239	36847339	36847239	36847339	1	36847239	36847339	0	ENSG00000115808_exon_1_73	cmpl	cmpl	0
543	ENSG00000115808_exon_1_74	2	-	36847289	36847389	36847289	36847389	1	36847289	36847389	0	ENSG00000115808_exon_1_74	cmpl	cmpl	0
544	ENSG00000115808_exon_1_75	2	-	36847339	36847439	36847339	36847439	1	36847339	36847439	0	ENSG00000115808_exon_1_75	cmpl	cmpl	0
545	ENSG00000115808_exon_1_76	2	-	36847389	36847489	36847389	36847489	1	36847389	36847489	0	ENSG00000115808_exon_1_76	cmpl	cmpl	0
546	ENSG00000115808_exon_1_77	2	-	36847439	36847539	36847439	36847539	1	36847439	36847539	0	ENSG00000115808_exon_1_77	cmpl	cmpl	0
547	ENSG00000115808_exon_1_78	2	-	36847489	36847589	36847489	36847589	1	36847489	36847589	0	ENSG00000115808_exon_1_78	cmpl	cmpl	0
548	ENSG00000115808_exon_1_79	2	-	36847539	36847639	36847539	36847639	1	36847539	36847639	0	ENSG00000115808_exon_1_79	cmpl	cmpl	0
549	ENSG00000115808_exon_1_80	2	-	36847589	36847689	36847589	36847689	1	36847589	36847689	0	ENSG00000115808_exon_1_80	cmpl	cmpl	0
550	ENSG00000115808_exon_1_81	2	-	36847639	36847739	36847639	36847739	1	36847639	36847739	0	ENSG00000115808_exon_1_81	cmpl	cmpl	0
551	ENSG00000115808_exon_1_82	2	-	36847689	36847789	36847689	36847789	1	36847689	36847789	0	ENSG00000115808_exon_1_82	cmpl	cmpl	0
552	ENSG00000115808_exon_1_83	2	-	36847739	36847839	36847739	36847839	1	36847739	36847839	0	ENSG00000115808_exon_1_83	cmpl	cmpl	0
553	ENSG00000115808_exon_1_84	2	-	36847789	36847889	36847789	36847889	1	36847789	36847889	0	ENSG00000115808_exon_1_84	cmpl	cmpl	0
554	ENSG00000115808_exon_1_85	2	-	36847839	36847939	36847839	36847939	1	36847839	36847939	0	ENSG00000115808_exon_1_85	cmpl	cmpl	0
555	ENSG00000115808_exon_1_86	2	-	36847889	36847989	36847889	36847989	1	36847889	36847989	0	ENSG00000115808_exon_1_86	cmpl	cmpl	0
556	ENSG00000115808_exon_1_87	2	-	36847939	36848039	36847939	36848039	1	36847939	36848039	0	ENSG00000115808_exon_1_87	cmpl	cmpl	0
557	ENSG00000115808_exon_1_88	2	-	36847989	36848089	36847989	36848089	1	36847989	36848089	0	ENSG00000115808_exon_1_88	cmpl	cmpl	0
558	ENSG00000115808_exon_1_89	2	-	36848039	36848139	36848039	36848139	1	36848039	36848139	0	ENSG00000115808_exon_1_89	cmpl	cmpl	0
559	ENSG00000115808_exon_1_90	2	-	36848089	36848189	36848089	36848189	1	36848089	36848189	0	ENSG00000115808_exon_1_90	cmpl	cmpl	0
560	ENSG00000115808_exon_1_91	2	-	36848139	36848239	36848139	36848239	1	36848139	36848239	0	ENSG00000115808_exon_1_91	cmpl	cmpl	0
561	ENSG00000115808_exon_1_92	2	-	36848189	36848289	36848189	36848289	1	36848189	36848289	0	ENSG00000115808_exon_1_92	cmpl	cmpl	0
562	ENSG00000115808_exon_1_93	2	-	36848239	36848339	36848239	36848339	1	36848239	36848339	0	ENSG00000115808_exon_1_93	cmpl	cmpl	0
563	ENSG00000115808_exon_1_94	2	-	36848289	36848389	36848289	36848389	1	36848289	36848389	0	ENSG00000115808_exon_1_94	cmpl	cmpl	0
564	ENSG00000115808_exon_1_95	2	-	36848339	36848439	36848339	36848439	1	36848339	36848439	0	ENSG00000115808_exon_1_95	cmpl	cmpl	0
565	ENSG00000115808_exon_1_96	2	-	36848389	36848489	36848389	36848489	1	36848389	36848489	0	ENSG00000115808_exon_1_96	cmpl	cmpl	0
566	ENSG00000115808_exon_1_97	2	-	36848439	36848539	36848439	36848539	1	36848439	36848539	0	ENSG00000115808_exon_1_97	cmpl	cmpl	0
567	ENSG00000115808_exon_1_98	2	-	36848489	36848589	36848489	36848589	1	36848489	36848589	0	ENSG00000115808_exon_1_98	cmpl	cmpl	0
568	ENSG00000115808_exon_1_99	2	-	36848539	36848639	36848539	36848639	1	36848539	36848639	0	ENSG00000115808_exon_1_99	cmpl	cmpl	0
569	ENSG00000115808_exon_1_100	2	-	36848589	36848689	36848589	36848689	1	36848589	36848689	0	ENSG00000115808_exon_1_100	cmpl	cmpl	0
570	ENSG00000115808_exon_1_101	2	-	36848639	36848739	36848639	36848739	1	36848639	36848739	0	ENSG00000115808_exon_1_101	cmpl	cmpl	0
571	ENSG00000115808_exon_1_102	2	-	36848689	36848789	36848689	36848789	1	36848689	36848789	0	ENSG00000115808_exon_1_102	cmpl	cmpl	0
572	ENSG00000115808_exon_1_103	2	-	36848739	36848839	36848739	36848839	1	36848739	36848839	0	ENSG00000115808_exon_1_103	cmpl	cmpl	0
573	ENSG00000115808_exon_1_104	2	-	36848789	36848889	36848789	36848889	1	36848789	36848889	0	ENSG00000115808_exon_1_104	cmpl	cmpl	0
574	ENSG00000115808_exon_1_105	2	-	36848839	36848939	36848839	36848939	1	36848839	36848939	0	ENSG00000115808_exon_1_105	cmpl	cmpl	0
575	ENSG00000115808_exon_1_106	2	-	36848889	36848989	36848889	36848989	1	36848889	36848989	0	ENSG00000115808_exon_1_106	cmpl	cmpl	0
576	ENSG00000115808_exon_1_107	2	-	36848939	36849039	36848939	36849039	1	36848939	36849039	0	ENSG00000115808_exon_1_107	cmpl	cmpl	0
577	ENSG00000115808_exon_1_108	2	-	36848989	36849089	36848989	36849089	1	36848989	36849089	0	ENSG00000115808_exon_1_108	cmpl	cmpl	0
578	ENSG00000115808_exon_1_109	2	-	36849039	36849139	36849039	36849139	1	36849039	36849139	0	ENSG00000115808_exon_1_109	cmpl	cmpl	0
579	ENSG00000115808_exon_1_110	2	-	36849089	36849189	36849089	36849189	1	36849089	36849189	0	ENSG00000115808_exon_1_110	cmpl	cmpl	0
580	ENSG00000115808_exon_1_111	2	-	36849139	36849239	36849139	36849239	1	36849139	36849239	0	ENSG00000115808_exon_1_111	cmpl	cmpl	0
581	ENSG00000115808_exon_1_112	2	-	36849189	36849289	36849189	36849289	1	36849189	36849289	0	ENSG00000115808_exon_1_112	cmpl	cmpl	0
582	ENSG00000115808_exon_1_113	2	-	36849239	36849339	36849239	36849339	1	36849239	36849339	0	ENSG00000115808_exon_1_113	cmpl	cmpl	0
583	ENSG00000115808_exon_1_114	2	-	36849289	36849389	36849289	36849389	1	36849289	36849389	0	ENSG00000115808_exon_1_114	cmpl	cmpl	0
584	ENSG00000115808_exon_1_115	2	-	36849339	36849439	36849339	36849439	1	36849339	36849439	0	ENSG00000115808_exon_1_115	cmpl	cmpl	0
585	ENSG00000115808_exon_1_116	2	-	36849389	36849489	36849389	36849489	1	36849389	36849489	0	ENSG00000115808_exon_1_116	cmpl	cmpl	0
586	ENSG00000115808_exon_1_117	2	-	36849439	36849539	36849439	36849539	1	36849439	36849539	0	ENSG00000115808_exon_1_117	cmpl	cmpl	0
587	ENSG00000115808_exon_1_118	2	-	36849489	36849589	36849489	36849589	1	36849489	36849589	0	ENSG00000115808_exon_1_118	cmpl	cmpl	0
588	ENSG00000115808_exon_1_119	2	-	36849539	36849639	36849539	36849639	1	36849539	36849639	0	ENSG00000115808_exon_1_119	cmpl	cmpl	0
589	ENSG00000115808_exon_2_1	2	-	36849713	36849813	36849713	36849813	1	36849713	36849813	0	ENSG00000115808_exon_2_1	cmpl	cmpl	0
590	ENSG00000115808_exon_3_1	2	-	36850999	36851099	36850999	36851099	1	36850999	36851099	0	ENSG00000115808_exon_3_1	cmpl	cmpl	0
591	ENSG00000115808_exon_3_2	2	-	36851049	36851149	36851049	36851149	1	36851049	36851149	0	ENSG00000115808_exon_3_2	cmpl	cmpl	0
592	ENSG00000115808_exon_4_1	2	-	36855211	36855311	36855211	36855311	1	36855211	36855311	0	ENSG00000115808_exon_4_1	cmpl	cmpl	0
593	ENSG00000115808_exon_4_2	2	-	36855261	36855361	36855261	36855361	1	36855261	36855361	0	ENSG00000115808_exon_4_2	cmpl	cmpl	0
594	ENSG00000115808_exon_5_1	2	-	36857855	36857955	36857855	36857955	1	36857855	36857955	0	ENSG00000115808_exon_5_1	cmpl	cmpl	0
595	ENSG00000115808_exon_5_2	2	-	36857905	36858005	36857905	36858005	1	36857905	36858005	0	ENSG00000115808_exon_5_2	cmpl	cmpl	0
596	ENSG00000115808_exon_5_3	2	-	36857955	36858055	36857955	36858055	1	36857955	36858055	0	ENSG00000115808_exon_5_3	cmpl	cmpl	0
597	ENSG00000115808_exon_6_1	2	-	36861131	36861231	36861131	36861231	1	36861131	36861231	0	ENSG00000115808_exon_6_1	cmpl	cmpl	0
598	ENSG00000115808_exon_6_2	2	-	36861181	36861281	36861181	36861281	1	36861181	36861281	0	ENSG00000115808_exon_6_2	cmpl	cmpl	0
599	ENSG00000115808_exon_8_1	2	-	36869553	36869653	36869553	36869653	1	36869553	36869653	0	ENSG00000115808_exon_8_1	cmpl	cmpl	0
600	ENSG00000115808_exon_8_2	2	-	36869603	36869703	36869603	36869703	1	36869603	36869703	0	ENSG00000115808_exon_8_2	cmpl	cmpl	0
601	ENSG00000115808_exon_8_3	2	-	36869653	36869753	36869653	36869753	1	36869653	36869753	0	ENSG00000115808_exon_8_3	cmpl	cmpl	0
602	ENSG00000115808_exon_9_1	2	-	36877890	36877990	36877890	36877990	1	36877890	36877990	0	ENSG00000115808_exon_9_1	cmpl	cmpl	0
603	ENSG00000115808_exon_9_2	2	-	36877940	36878040	36877940	36878040	1	36877940	36878040	0	ENSG00000115808_exon_9_2	cmpl	cmpl	0
604	ENSG00000115808_exon_10_1	2	-	36883931	36884031	36883931	36884031	1	36883931	36884031	0	ENSG00000115808_exon_10_1	cmpl	cmpl	0
605	ENSG00000115808_exon_10_2	2	-	36883981	36884081	36883981	36884081	1	36883981	36884081	0	ENSG00000115808_exon_10_2	cmpl	cmpl	0
606	ENSG00000115808_exon_11_1	2	-	36886715	36886815	36886715	36886815	1	36886715	36886815	0	ENSG00000115808_exon_11_1	cmpl	cmpl	0
607	ENSG00000115808_exon_11_2	2	-	36886765	36886865	36886765	36886865	1	36886765	36886865	0	ENSG00000115808_exon_11_2	cmpl	cmpl	0
608	ENSG00000115808_exon_12_1	2	-	36893897	36893997	36893897	36893997	1	36893897	36893997	0	ENSG00000115808_exon_12_1	cmpl	cmpl	0
609	ENSG00000115808_exon_12_2	2	-	36893947	36894047	36893947	36894047	1	36893947	36894047	0	ENSG00000115808_exon_12_2	cmpl	cmpl	0
610	ENSG00000115808_exon_13_1	2	-	36899522	36899622	36899522	36899622	1	36899522	36899622	0	ENSG00000115808_exon_13_1	cmpl	cmpl	0
611	ENSG00000115808_exon_13_2	2	-	36899572	36899672	36899572	36899672	1	36899572	36899672	0	ENSG00000115808_exon_13_2	cmpl	cmpl	0
612	ENSG00000115808_exon_14_1	2	-	36902583	36902683	36902583	36902683	1	36902583	36902683	0	ENSG00000115808_exon_14_1	cmpl	cmpl	0
613	ENSG00000115808_exon_14_2	2	-	36902633	36902733	36902633	36902733	1	36902633	36902733	0	ENSG00000115808_exon_14_2	cmpl	cmpl	0
614	ENSG00000115808_exon_14_3	2	-	36902683	36902783	36902683	36902783	1	36902683	36902783	0	ENSG00000115808_exon_14_3	cmpl	cmpl	0
615	ENSG00000115808_exon_14_4	2	-	36902733	36902833	36902733	36902833	1	36902733	36902833	0	ENSG00000115808_exon_14_4	cmpl	cmpl	0
616	ENSG00000115808_exon_14_5	2	-	36902783	36902883	36902783	36902883	1	36902783	36902883	0	ENSG00000115808_exon_14_5	cmpl	cmpl	0
617	ENSG00000115808_exon_14_6	2	-	36902833	36902933	36902833	36902933	1	36902833	36902933	0	ENSG00000115808_exon_14_6	cmpl	cmpl	0
618	ENSG00000115808_exon_15_1	2	-	36905539	36905639	36905539	36905639	1	36905539	36905639	0	ENSG00000115808_exon_15_1	cmpl	cmpl	0
619	ENSG00000115808_exon_16_1	2	-	36916077	36916177	36916077	36916177	1	36916077	36916177	0	ENSG00000115808_exon_16_1	cmpl	cmpl	0
620	ENSG00000115808_exon_17_1	2	-	36925104	36925204	36925104	36925204	1	36925104	36925204	0	ENSG00000115808_exon_17_1	cmpl	cmpl	0
621	ENSG00000115808_exon_17_2	2	-	36925154	36925254	36925154	36925254	1	36925154	36925254	0	ENSG00000115808_exon_17_2	cmpl	cmpl	0
622	ENSG00000115808_exon_18_1	2	-	36966229	36966329	36966229	36966329	1	36966229	36966329	0	ENSG00000115808_exon_18_1	cmpl	cmpl	0
623	ENSG00000115808_exon_18_2	2	-	36966279	36966379	36966279	36966379	1	36966279	36966379	0	ENSG00000115808_exon_18_2	cmpl	cmpl	0
624	ENSG00000115808_exon_18_3	2	-	36966329	36966429	36966329	36966429	1	36966329	36966429	0	ENSG00000115808_exon_18_3	cmpl	cmpl	0
625	ENSG00000115808_exon_18_4	2	-	36966379	36966479	36966379	36966479	1	36966379	36966479	0	ENSG00000115808_exon_18_4	cmpl	cmpl	0
626	ENSG00000211768_exon_1_1	7	+	142796997	142797097	142796997	142797097	1	142796997	142797097	0	ENSG00000211768_exon_1_1	cmpl	cmpl	0
627	ENSG00000270599_exon_1_1	10	-	112412294	112412394	112412294	112412394	1	112412294	112412394	0	ENSG00000270599_exon_1_1	cmpl	cmpl	0
628	ENSG00000270599_exon_1_2	10	-	112412344	112412444	112412344	112412444	1	112412344	112412444	0	ENSG00000270599_exon_1_2	cmpl	cmpl	0
629	ENSG00000270599_exon_1_3	10	-	112412394	112412494	112412394	112412494	1	112412394	112412494	0	ENSG00000270599_exon_1_3	cmpl	cmpl	0
630	ENSG00000270599_exon_1_4	10	-	112412444	112412544	112412444	112412544	1	112412444	112412544	0	ENSG00000270599_exon_1_4	cmpl	cmpl	0
631	ENSG00000270599_exon_1_5	10	-	112412494	112412594	112412494	112412594	1	112412494	112412594	0	ENSG00000270599_exon_1_5	cmpl	cmpl	0
632	ENSG00000270599_exon_1_6	10	-	112412544	112412644	112412544	112412644	1	112412544	112412644	0	ENSG00000270599_exon_1_6	cmpl	cmpl	0
633	ENSG00000270599_exon_1_7	10	-	112412594	112412694	112412594	112412694	1	112412594	112412694	0	ENSG00000270599_exon_1_7	cmpl	cmpl	0
634	ENSG00000270599_exon_2_1	10	-	112418783	112418883	112418783	112418883	1	112418783	112418883	0	ENSG00000270599_exon_2_1	cmpl	cmpl	0
635	ENSG00000270599_exon_3_1	10	-	112419875	112419975	112419875	112419975	1	112419875	112419975	0	ENSG00000270599_exon_3_1	cmpl	cmpl	0
636	ENSG00000270599_exon_3_2	10	-	112419925	112420025	112419925	112420025	1	112419925	112420025	0	ENSG00000270599_exon_3_2	cmpl	cmpl	0
637	ENSG00000211765_exon_1_1	7	+	142796559	142796659	142796559	142796659	1	142796559	142796659	0	ENSG00000211765_exon_1_1	cmpl	cmpl	0
638	ENSG00000211764_exon_1_1	7	+	142796364	142796464	142796364	142796464	1	142796364	142796464	0	ENSG00000211764_exon_1_1	cmpl	cmpl	0
639	ENSG00000169740_exon_1_1	10	-	43643858	43643958	43643858	43643958	1	43643858	43643958	0	ENSG00000169740_exon_1_1	cmpl	cmpl	0
640	ENSG00000169740_exon_1_2	10	-	43643908	43644008	43643908	43644008	1	43643908	43644008	0	ENSG00000169740_exon_1_2	cmpl	cmpl	0
641	ENSG00000169740_exon_1_3	10	-	43643958	43644058	43643958	43644058	1	43643958	43644058	0	ENSG00000169740_exon_1_3	cmpl	cmpl	0
642	ENSG00000169740_exon_1_4	10	-	43644008	43644108	43644008	43644108	1	43644008	43644108	0	ENSG00000169740_exon_1_4	cmpl	cmpl	0
643	ENSG00000169740_exon_1_5	10	-	43644058	43644158	43644058	43644158	1	43644058	43644158	0	ENSG00000169740_exon_1_5	cmpl	cmpl	0
644	ENSG00000169740_exon_1_6	10	-	43644108	43644208	43644108	43644208	1	43644108	43644208	0	ENSG00000169740_exon_1_6	cmpl	cmpl	0
645	ENSG00000169740_exon_1_7	10	-	43644158	43644258	43644158	43644258	1	43644158	43644258	0	ENSG00000169740_exon_1_7	cmpl	cmpl	0
646	ENSG00000169740_exon_1_8	10	-	43644208	43644308	43644208	43644308	1	43644208	43644308	0	ENSG00000169740_exon_1_8	cmpl	cmpl	0
647	ENSG00000169740_exon_1_9	10	-	43644258	43644358	43644258	43644358	1	43644258	43644358	0	ENSG00000169740_exon_1_9	cmpl	cmpl	0
648	ENSG00000169740_exon_1_10	10	-	43644308	43644408	43644308	43644408	1	43644308	43644408	0	ENSG00000169740_exon_1_10	cmpl	cmpl	0
649	ENSG00000169740_exon_1_11	10	-	43644358	43644458	43644358	43644458	1	43644358	43644458	0	ENSG00000169740_exon_1_11	cmpl	cmpl	0
650	ENSG00000169740_exon_1_12	10	-	43644408	43644508	43644408	43644508	1	43644408	43644508	0	ENSG00000169740_exon_1_12	cmpl	cmpl	0
651	ENSG00000169740_exon_1_13	10	-	43644458	43644558	43644458	43644558	1	43644458	43644558	0	ENSG00000169740_exon_1_13	cmpl	cmpl	0
652	ENSG00000169740_exon_1_14	10	-	43644508	43644608	43644508	43644608	1	43644508	43644608	0	ENSG00000169740_exon_1_14	cmpl	cmpl	0
653	ENSG00000169740_exon_1_15	10	-	43644558	43644658	43644558	43644658	1	43644558	43644658	0	ENSG00000169740_exon_1_15	cmpl	cmpl	0
654	ENSG00000169740_exon_1_16	10	-	43644608	43644708	43644608	43644708	1	43644608	43644708	0	ENSG00000169740_exon_1_16	cmpl	cmpl	0
655	ENSG00000169740_exon_1_17	10	-	43644658	43644758	43644658	43644758	1	43644658	43644758	0	ENSG00000169740_exon_1_17	cmpl	cmpl	0
656	ENSG00000169740_exon_1_18	10	-	43644708	43644808	43644708	43644808	1	43644708	43644808	0	ENSG00000169740_exon_1_18	cmpl	cmpl	0
657	ENSG00000169740_exon_2_1	10	-	43645957	43646057	43645957	43646057	1	43645957	43646057	0	ENSG00000169740_exon_2_1	cmpl	cmpl	0
658	ENSG00000169740_exon_2_2	10	-	43646007	43646107	43646007	43646107	1	43646007	43646107	0	ENSG00000169740_exon_2_2	cmpl	cmpl	0
659	ENSG00000169740_exon_2_3	10	-	43646057	43646157	43646057	43646157	1	43646057	43646157	0	ENSG00000169740_exon_2_3	cmpl	cmpl	0
660	ENSG00000169740_exon_2_4	10	-	43646107	43646207	43646107	43646207	1	43646107	43646207	0	ENSG00000169740_exon_2_4	cmpl	cmpl	0
661	ENSG00000169740_exon_2_5	10	-	43646157	43646257	43646157	43646257	1	43646157	43646257	0	ENSG00000169740_exon_2_5	cmpl	cmpl	0
662	ENSG00000169740_exon_2_6	10	-	43646207	43646307	43646207	43646307	1	43646207	43646307	0	ENSG00000169740_exon_2_6	cmpl	cmpl	0
663	ENSG00000169740_exon_3_1	10	-	43648584	43648684	43648584	43648684	1	43648584	43648684	0	ENSG00000169740_exon_3_1	cmpl	cmpl	0
664	ENSG00000169740_exon_3_2	10	-	43648634	43648734	43648634	43648734	1	43648634	43648734	0	ENSG00000169740_exon_3_2	cmpl	cmpl	0
665	ENSG00000169740_exon_4_1	10	-	43648801	43648901	43648801	43648901	1	43648801	43648901	0	ENSG00000169740_exon_4_1	cmpl	cmpl	0
666	ENSG00000215869_exon_1_1	1	+	104073022	104073122	104073022	104073122	1	104073022	104073122	0	ENSG00000215869_exon_1_1	cmpl	cmpl	0
667	ENSG00000215869_exon_1_2	1	+	104073072	104073172	104073072	104073172	1	104073072	104073172	0	ENSG00000215869_exon_1_2	cmpl	cmpl	0
668	ENSG00000215869_exon_1_3	1	+	104073122	104073222	104073122	104073222	1	104073122	104073222	0	ENSG00000215869_exon_1_3	cmpl	cmpl	0
669	ENSG00000215869_exon_1_4	1	+	104073172	104073272	104073172	104073272	1	104073172	104073272	0	ENSG00000215869_exon_1_4	cmpl	cmpl	0
670	ENSG00000215869_exon_1_5	1	+	104073222	104073322	104073222	104073322	1	104073222	104073322	0	ENSG00000215869_exon_1_5	cmpl	cmpl	0
671	ENSG00000215869_exon_1_6	1	+	104073272	104073372	104073272	104073372	1	104073272	104073372	0	ENSG00000215869_exon_1_6	cmpl	cmpl	0
672	ENSG00000215869_exon_1_7	1	+	104073322	104073422	104073322	104073422	1	104073322	104073422	0	ENSG00000215869_exon_1_7	cmpl	cmpl	0
673	ENSG00000215869_exon_1_8	1	+	104073372	104073472	104073372	104073472	1	104073372	104073472	0	ENSG00000215869_exon_1_8	cmpl	cmpl	0
674	ENSG00000215869_exon_1_9	1	+	104073422	104073522	104073422	104073522	1	104073422	104073522	0	ENSG00000215869_exon_1_9	cmpl	cmpl	0
675	ENSG00000215869_exon_1_10	1	+	104073472	104073572	104073472	104073572	1	104073472	104073572	0	ENSG00000215869_exon_1_10	cmpl	cmpl	0
676	ENSG00000215869_exon_1_11	1	+	104073522	104073622	104073522	104073622	1	104073522	104073622	0	ENSG00000215869_exon_1_11	cmpl	cmpl	0
677	ENSG00000215869_exon_1_12	1	+	104073572	104073672	104073572	104073672	1	104073572	104073672	0	ENSG00000215869_exon_1_12	cmpl	cmpl	0
678	ENSG00000215869_exon_1_13	1	+	104073622	104073722	104073622	104073722	1	104073622	104073722	0	ENSG00000215869_exon_1_13	cmpl	cmpl	0
679	ENSG00000215869_exon_1_14	1	+	104073672	104073772	104073672	104073772	1	104073672	104073772	0	ENSG00000215869_exon_1_14	cmpl	cmpl	0
680	ENSG00000215869_exon_1_15	1	+	104073722	104073822	104073722	104073822	1	104073722	104073822	0	ENSG00000215869_exon_1_15	cmpl	cmpl	0
681	ENSG00000215869_exon_1_16	1	+	104073772	104073872	104073772	104073872	1	104073772	104073872	0	ENSG00000215869_exon_1_16	cmpl	cmpl	0
682	ENSG00000215869_exon_1_17	1	+	104073822	104073922	104073822	104073922	1	104073822	104073922	0	ENSG00000215869_exon_1_17	cmpl	cmpl	0
683	ENSG00000215869_exon_2_1	1	+	104076744	104076844	104076744	104076844	1	104076744	104076844	0	ENSG00000215869_exon_2_1	cmpl	cmpl	0
684	ENSG00000215869_exon_2_2	1	+	104076794	104076894	104076794	104076894	1	104076794	104076894	0	ENSG00000215869_exon_2_2	cmpl	cmpl	0
685	ENSG00000215869_exon_2_3	1	+	104076844	104076944	104076844	104076944	1	104076844	104076944	0	ENSG00000215869_exon_2_3	cmpl	cmpl	0
686	ENSG00000215869_exon_2_4	1	+	104076894	104076994	104076894	104076994	1	104076894	104076994	0	ENSG00000215869_exon_2_4	cmpl	cmpl	0
687	ENSG00000215869_exon_2_5	1	+	104076944	104077044	104076944	104077044	1	104076944	104077044	0	ENSG00000215869_exon_2_5	cmpl	cmpl	0
688	ENSG00000215869_exon_2_6	1	+	104076994	104077094	104076994	104077094	1	104076994	104077094	0	ENSG00000215869_exon_2_6	cmpl	cmpl	0
689	ENSG00000261609_exon_1_1	16	+	81314951	81315051	81314951	81315051	1	81314951	81315051	0	ENSG00000261609_exon_1_1	cmpl	cmpl	0
690	ENSG00000261609_exon_1_2	16	+	81315001	81315101	81315001	81315101	1	81315001	81315101	0	ENSG00000261609_exon_1_2	cmpl	cmpl	0
691	ENSG00000261609_exon_1_3	16	+	81315051	81315151	81315051	81315151	1	81315051	81315151	0	ENSG00000261609_exon_1_3	cmpl	cmpl	0
692	ENSG00000261609_exon_1_4	16	+	81315101	81315201	81315101	81315201	1	81315101	81315201	0	ENSG00000261609_exon_1_4	cmpl	cmpl	0
693	ENSG00000261609_exon_1_5	16	+	81315151	81315251	81315151	81315251	1	81315151	81315251	0	ENSG00000261609_exon_1_5	cmpl	cmpl	0
694	ENSG00000261609_exon_1_6	16	+	81315201	81315301	81315201	81315301	1	81315201	81315301	0	ENSG00000261609_exon_1_6	cmpl	cmpl	0
695	ENSG00000261609_exon_2_1	16	+	81351582	81351682	81351582	81351682	1	81351582	81351682	0	ENSG00000261609_exon_2_1	cmpl	cmpl	0
696	ENSG00000261609_exon_2_2	16	+	81351632	81351732	81351632	81351732	1	81351632	81351732	0	ENSG00000261609_exon_2_2	cmpl	cmpl	0
697	ENSG00000261609_exon_3_1	16	+	81354404	81354504	81354404	81354504	1	81354404	81354504	0	ENSG00000261609_exon_3_1	cmpl	cmpl	0
698	ENSG00000261609_exon_3_2	16	+	81354454	81354554	81354454	81354554	1	81354454	81354554	0	ENSG00000261609_exon_3_2	cmpl	cmpl	0
699	ENSG00000261609_exon_3_3	16	+	81354504	81354604	81354504	81354604	1	81354504	81354604	0	ENSG00000261609_exon_3_3	cmpl	cmpl	0
700	ENSG00000261609_exon_3_4	16	+	81354554	81354654	81354554	81354654	1	81354554	81354654	0	ENSG00000261609_exon_3_4	cmpl	cmpl	0
701	ENSG00000261609_exon_3_5	16	+	81354604	81354704	81354604	81354704	1	81354604	81354704	0	ENSG00000261609_exon_3_5	cmpl	cmpl	0
702	ENSG00000261609_exon_3_6	16	+	81354654	81354754	81354654	81354754	1	81354654	81354754	0	ENSG00000261609_exon_3_6	cmpl	cmpl	0
703	ENSG00000261609_exon_3_7	16	+	81354704	81354804	81354704	81354804	1	81354704	81354804	0	ENSG00000261609_exon_3_7	cmpl	cmpl	0
704	ENSG00000261609_exon_4_1	16	+	81356784	81356884	81356784	81356884	1	81356784	81356884	0	ENSG00000261609_exon_4_1	cmpl	cmpl	0
705	ENSG00000261609_exon_4_2	16	+	81356834	81356934	81356834	81356934	1	81356834	81356934	0	ENSG00000261609_exon_4_2	cmpl	cmpl	0
706	ENSG00000261609_exon_4_3	16	+	81356884	81356984	81356884	81356984	1	81356884	81356984	0	ENSG00000261609_exon_4_3	cmpl	cmpl	0
707	ENSG00000261609_exon_4_4	16	+	81356934	81357034	81356934	81357034	1	81356934	81357034	0	ENSG00000261609_exon_4_4	cmpl	cmpl	0
708	ENSG00000261609_exon_5_1	16	+	81357809	81357909	81357809	81357909	1	81357809	81357909	0	ENSG00000261609_exon_5_1	cmpl	cmpl	0
709	ENSG00000261609_exon_5_2	16	+	81357859	81357959	81357859	81357959	1	81357859	81357959	0	ENSG00000261609_exon_5_2	cmpl	cmpl	0
710	ENSG00000261609_exon_6_1	16	+	81362498	81362598	81362498	81362598	1	81362498	81362598	0	ENSG00000261609_exon_6_1	cmpl	cmpl	0
711	ENSG00000261609_exon_6_2	16	+	81362548	81362648	81362548	81362648	1	81362548	81362648	0	ENSG00000261609_exon_6_2	cmpl	cmpl	0
